"DateTime","power"
2020-01-01 00:00:00.000000Z,0
2020-01-01 01:00:00.000000Z,0
2020-01-01 02:00:00.000000Z,0
2020-01-01 03:00:00.000000Z,0
2020-01-01 04:00:00.000000Z,0
2020-01-01 05:00:00.000000Z,0
2020-01-01 06:00:00.000000Z,0.25
2020-01-01 07:00:00.000000Z,366.75
2020-01-01 08:00:00.000000Z,3031
2020-01-01 09:00:00.000000Z,6618.75
2020-01-01 10:00:00.000000Z,9558.5
2020-01-01 11:00:00.000000Z,10892.5
2020-01-01 12:00:00.000000Z,10006.75
2020-01-01 13:00:00.000000Z,6892.5
2020-01-01 14:00:00.000000Z,2490.25
2020-01-01 15:00:00.000000Z,124
2020-01-01 16:00:00.000000Z,1
2020-01-01 17:00:00.000000Z,0.25
2020-01-01 18:00:00.000000Z,0
2020-01-01 19:00:00.000000Z,0
2020-01-01 20:00:00.000000Z,0
2020-01-01 21:00:00.000000Z,0
2020-01-01 22:00:00.000000Z,0
2020-01-01 23:00:00.000000Z,0
2020-01-02 00:00:00.000000Z,0
2020-01-02 01:00:00.000000Z,0
2020-01-02 02:00:00.000000Z,0
2020-01-02 03:00:00.000000Z,0
2020-01-02 04:00:00.000000Z,0
2020-01-02 05:00:00.000000Z,0
2020-01-02 06:00:00.000000Z,0
2020-01-02 07:00:00.000000Z,425.5
2020-01-02 08:00:00.000000Z,3131
2020-01-02 09:00:00.000000Z,6073.5
2020-01-02 10:00:00.000000Z,8115
2020-01-02 11:00:00.000000Z,8594.75
2020-01-02 12:00:00.000000Z,7197.5
2020-01-02 13:00:00.000000Z,4544.25
2020-01-02 14:00:00.000000Z,1407.5
2020-01-02 15:00:00.000000Z,55.25
2020-01-02 16:00:00.000000Z,0
2020-01-02 17:00:00.000000Z,0.25
2020-01-02 18:00:00.000000Z,0
2020-01-02 19:00:00.000000Z,0
2020-01-02 20:00:00.000000Z,0
2020-01-02 21:00:00.000000Z,0
2020-01-02 22:00:00.000000Z,0
2020-01-02 23:00:00.000000Z,0
2020-01-03 00:00:00.000000Z,0
2020-01-03 01:00:00.000000Z,0
2020-01-03 02:00:00.000000Z,0
2020-01-03 03:00:00.000000Z,0
2020-01-03 04:00:00.000000Z,0
2020-01-03 05:00:00.000000Z,0
2020-01-03 06:00:00.000000Z,0
2020-01-03 07:00:00.000000Z,251
2020-01-03 08:00:00.000000Z,1667.5
2020-01-03 09:00:00.000000Z,3054.5
2020-01-03 10:00:00.000000Z,3909.5
2020-01-03 11:00:00.000000Z,3952.5
2020-01-03 12:00:00.000000Z,2826.75
2020-01-03 13:00:00.000000Z,1619.75
2020-01-03 14:00:00.000000Z,605.5
2020-01-03 15:00:00.000000Z,31.75
2020-01-03 16:00:00.000000Z,0.25
2020-01-03 17:00:00.000000Z,0
2020-01-03 18:00:00.000000Z,0
2020-01-03 19:00:00.000000Z,0
2020-01-03 20:00:00.000000Z,0
2020-01-03 21:00:00.000000Z,0
2020-01-03 22:00:00.000000Z,0
2020-01-03 23:00:00.000000Z,0
2020-01-04 00:00:00.000000Z,0
2020-01-04 01:00:00.000000Z,0
2020-01-04 02:00:00.000000Z,0
2020-01-04 03:00:00.000000Z,0
2020-01-04 04:00:00.000000Z,0
2020-01-04 05:00:00.000000Z,0
2020-01-04 06:00:00.000000Z,0
2020-01-04 07:00:00.000000Z,115.5
2020-01-04 08:00:00.000000Z,1069.5
2020-01-04 09:00:00.000000Z,2197
2020-01-04 10:00:00.000000Z,2808.75
2020-01-04 11:00:00.000000Z,2869.5
2020-01-04 12:00:00.000000Z,2245.25
2020-01-04 13:00:00.000000Z,1377
2020-01-04 14:00:00.000000Z,528.25
2020-01-04 15:00:00.000000Z,30.75
2020-01-04 16:00:00.000000Z,0.5
2020-01-04 17:00:00.000000Z,0
2020-01-04 18:00:00.000000Z,0
2020-01-04 19:00:00.000000Z,0
2020-01-04 20:00:00.000000Z,0
2020-01-04 21:00:00.000000Z,0
2020-01-04 22:00:00.000000Z,0
2020-01-04 23:00:00.000000Z,0
2020-01-05 00:00:00.000000Z,0
2020-01-05 01:00:00.000000Z,0
2020-01-05 02:00:00.000000Z,0
2020-01-05 03:00:00.000000Z,0
2020-01-05 04:00:00.000000Z,0
2020-01-05 05:00:00.000000Z,0
2020-01-05 06:00:00.000000Z,0
2020-01-05 07:00:00.000000Z,180.75
2020-01-05 08:00:00.000000Z,1985.75
2020-01-05 09:00:00.000000Z,4168.25
2020-01-05 10:00:00.000000Z,5304.5
2020-01-05 11:00:00.000000Z,5345.75
2020-01-05 12:00:00.000000Z,4337.25
2020-01-05 13:00:00.000000Z,2711.75
2020-01-05 14:00:00.000000Z,960.5
2020-01-05 15:00:00.000000Z,54.25
2020-01-05 16:00:00.000000Z,0
2020-01-05 17:00:00.000000Z,0
2020-01-05 18:00:00.000000Z,0
2020-01-05 19:00:00.000000Z,0
2020-01-05 20:00:00.000000Z,0
2020-01-05 21:00:00.000000Z,0
2020-01-05 22:00:00.000000Z,0
2020-01-05 23:00:00.000000Z,0
2020-01-06 00:00:00.000000Z,0
2020-01-06 01:00:00.000000Z,0
2020-01-06 02:00:00.000000Z,0
2020-01-06 03:00:00.000000Z,0
2020-01-06 04:00:00.000000Z,0
2020-01-06 05:00:00.000000Z,0
2020-01-06 06:00:00.000000Z,0.25
2020-01-06 07:00:00.000000Z,307.75
2020-01-06 08:00:00.000000Z,2349.75
2020-01-06 09:00:00.000000Z,4829.75
2020-01-06 10:00:00.000000Z,6893.5
2020-01-06 11:00:00.000000Z,7829.75
2020-01-06 12:00:00.000000Z,7335.75
2020-01-06 13:00:00.000000Z,5316
2020-01-06 14:00:00.000000Z,2293.25
2020-01-06 15:00:00.000000Z,195.25
2020-01-06 16:00:00.000000Z,1
2020-01-06 17:00:00.000000Z,0.25
2020-01-06 18:00:00.000000Z,0
2020-01-06 19:00:00.000000Z,0
2020-01-06 20:00:00.000000Z,0
2020-01-06 21:00:00.000000Z,0
2020-01-06 22:00:00.000000Z,0
2020-01-06 23:00:00.000000Z,0
2020-01-07 00:00:00.000000Z,0
2020-01-07 01:00:00.000000Z,0
2020-01-07 02:00:00.000000Z,0
2020-01-07 03:00:00.000000Z,0
2020-01-07 04:00:00.000000Z,0
2020-01-07 05:00:00.000000Z,0
2020-01-07 06:00:00.000000Z,0.25
2020-01-07 07:00:00.000000Z,120.75
2020-01-07 08:00:00.000000Z,923.75
2020-01-07 09:00:00.000000Z,1793.25
2020-01-07 10:00:00.000000Z,2567.75
2020-01-07 11:00:00.000000Z,3157.75
2020-01-07 12:00:00.000000Z,3147.25
2020-01-07 13:00:00.000000Z,2329
2020-01-07 14:00:00.000000Z,931.25
2020-01-07 15:00:00.000000Z,82
2020-01-07 16:00:00.000000Z,1
2020-01-07 17:00:00.000000Z,0
2020-01-07 18:00:00.000000Z,0
2020-01-07 19:00:00.000000Z,0
2020-01-07 20:00:00.000000Z,0
2020-01-07 21:00:00.000000Z,0
2020-01-07 22:00:00.000000Z,0
2020-01-07 23:00:00.000000Z,0
2020-01-08 00:00:00.000000Z,0
2020-01-08 01:00:00.000000Z,0
2020-01-08 02:00:00.000000Z,0
2020-01-08 03:00:00.000000Z,0
2020-01-08 04:00:00.000000Z,0
2020-01-08 05:00:00.000000Z,0
2020-01-08 06:00:00.000000Z,0.25
2020-01-08 07:00:00.000000Z,94.5
2020-01-08 08:00:00.000000Z,669.5
2020-01-08 09:00:00.000000Z,1438.5
2020-01-08 10:00:00.000000Z,1974.25
2020-01-08 11:00:00.000000Z,2081.75
2020-01-08 12:00:00.000000Z,1746
2020-01-08 13:00:00.000000Z,1242
2020-01-08 14:00:00.000000Z,564
2020-01-08 15:00:00.000000Z,35.25
2020-01-08 16:00:00.000000Z,0.75
2020-01-08 17:00:00.000000Z,0
2020-01-08 18:00:00.000000Z,0
2020-01-08 19:00:00.000000Z,0
2020-01-08 20:00:00.000000Z,0
2020-01-08 21:00:00.000000Z,0
2020-01-08 22:00:00.000000Z,0
2020-01-08 23:00:00.000000Z,0
2020-01-09 00:00:00.000000Z,0
2020-01-09 01:00:00.000000Z,0
2020-01-09 02:00:00.000000Z,0
2020-01-09 03:00:00.000000Z,0
2020-01-09 04:00:00.000000Z,0
2020-01-09 05:00:00.000000Z,0
2020-01-09 06:00:00.000000Z,0
2020-01-09 07:00:00.000000Z,168.75
2020-01-09 08:00:00.000000Z,1315.75
2020-01-09 09:00:00.000000Z,3113
2020-01-09 10:00:00.000000Z,4378.5
2020-01-09 11:00:00.000000Z,5172.75
2020-01-09 12:00:00.000000Z,4916.75
2020-01-09 13:00:00.000000Z,3472
2020-01-09 14:00:00.000000Z,1372.25
2020-01-09 15:00:00.000000Z,138.25
2020-01-09 16:00:00.000000Z,0
2020-01-09 17:00:00.000000Z,0.25
2020-01-09 18:00:00.000000Z,0
2020-01-09 19:00:00.000000Z,0
2020-01-09 20:00:00.000000Z,0
2020-01-09 21:00:00.000000Z,0
2020-01-09 22:00:00.000000Z,0
2020-01-09 23:00:00.000000Z,0
2020-01-10 00:00:00.000000Z,0
2020-01-10 01:00:00.000000Z,0
2020-01-10 02:00:00.000000Z,0
2020-01-10 03:00:00.000000Z,0
2020-01-10 04:00:00.000000Z,0
2020-01-10 05:00:00.000000Z,0
2020-01-10 06:00:00.000000Z,0
2020-01-10 07:00:00.000000Z,401.5
2020-01-10 08:00:00.000000Z,2572.75
2020-01-10 09:00:00.000000Z,4747
2020-01-10 10:00:00.000000Z,6362
2020-01-10 11:00:00.000000Z,6561.75
2020-01-10 12:00:00.000000Z,5186.5
2020-01-10 13:00:00.000000Z,3020.5
2020-01-10 14:00:00.000000Z,1174.75
2020-01-10 15:00:00.000000Z,99.25
2020-01-10 16:00:00.000000Z,0.25
2020-01-10 17:00:00.000000Z,0
2020-01-10 18:00:00.000000Z,0
2020-01-10 19:00:00.000000Z,0
2020-01-10 20:00:00.000000Z,0
2020-01-10 21:00:00.000000Z,0
2020-01-10 22:00:00.000000Z,0
2020-01-10 23:00:00.000000Z,0
2020-01-11 00:00:00.000000Z,0
2020-01-11 01:00:00.000000Z,0
2020-01-11 02:00:00.000000Z,0
2020-01-11 03:00:00.000000Z,0
2020-01-11 04:00:00.000000Z,0
2020-01-11 05:00:00.000000Z,0
2020-01-11 06:00:00.000000Z,0
2020-01-11 07:00:00.000000Z,213.25
2020-01-11 08:00:00.000000Z,2137.5
2020-01-11 09:00:00.000000Z,4860.5
2020-01-11 10:00:00.000000Z,7197.5
2020-01-11 11:00:00.000000Z,7852.5
2020-01-11 12:00:00.000000Z,6897
2020-01-11 13:00:00.000000Z,4840.75
2020-01-11 14:00:00.000000Z,2026.25
2020-01-11 15:00:00.000000Z,226
2020-01-11 16:00:00.000000Z,0.5
2020-01-11 17:00:00.000000Z,0
2020-01-11 18:00:00.000000Z,0
2020-01-11 19:00:00.000000Z,0
2020-01-11 20:00:00.000000Z,0
2020-01-11 21:00:00.000000Z,0
2020-01-11 22:00:00.000000Z,0
2020-01-11 23:00:00.000000Z,0
2020-01-12 00:00:00.000000Z,0
2020-01-12 01:00:00.000000Z,0
2020-01-12 02:00:00.000000Z,0
2020-01-12 03:00:00.000000Z,0
2020-01-12 04:00:00.000000Z,0
2020-01-12 05:00:00.000000Z,0
2020-01-12 06:00:00.000000Z,0.25
2020-01-12 07:00:00.000000Z,412
2020-01-12 08:00:00.000000Z,2808
2020-01-12 09:00:00.000000Z,5429.5
2020-01-12 10:00:00.000000Z,6840.25
2020-01-12 11:00:00.000000Z,6904.5
2020-01-12 12:00:00.000000Z,6031.75
2020-01-12 13:00:00.000000Z,4015
2020-01-12 14:00:00.000000Z,1618
2020-01-12 15:00:00.000000Z,149
2020-01-12 16:00:00.000000Z,0
2020-01-12 17:00:00.000000Z,0
2020-01-12 18:00:00.000000Z,0
2020-01-12 19:00:00.000000Z,0
2020-01-12 20:00:00.000000Z,0
2020-01-12 21:00:00.000000Z,0
2020-01-12 22:00:00.000000Z,0
2020-01-12 23:00:00.000000Z,0
2020-01-13 00:00:00.000000Z,0
2020-01-13 01:00:00.000000Z,0
2020-01-13 02:00:00.000000Z,0
2020-01-13 03:00:00.000000Z,0
2020-01-13 04:00:00.000000Z,0
2020-01-13 05:00:00.000000Z,0
2020-01-13 06:00:00.000000Z,0.25
2020-01-13 07:00:00.000000Z,177
2020-01-13 08:00:00.000000Z,1473.5
2020-01-13 09:00:00.000000Z,3343.25
2020-01-13 10:00:00.000000Z,4941.25
2020-01-13 11:00:00.000000Z,5445
2020-01-13 12:00:00.000000Z,4992.75
2020-01-13 13:00:00.000000Z,3726.5
2020-01-13 14:00:00.000000Z,1769.25
2020-01-13 15:00:00.000000Z,237.75
2020-01-13 16:00:00.000000Z,1
2020-01-13 17:00:00.000000Z,0.75
2020-01-13 18:00:00.000000Z,0
2020-01-13 19:00:00.000000Z,0
2020-01-13 20:00:00.000000Z,0
2020-01-13 21:00:00.000000Z,0
2020-01-13 22:00:00.000000Z,0
2020-01-13 23:00:00.000000Z,0
2020-01-14 00:00:00.000000Z,0
2020-01-14 01:00:00.000000Z,0
2020-01-14 02:00:00.000000Z,0
2020-01-14 03:00:00.000000Z,0
2020-01-14 04:00:00.000000Z,0
2020-01-14 05:00:00.000000Z,0
2020-01-14 06:00:00.000000Z,0.25
2020-01-14 07:00:00.000000Z,425
2020-01-14 08:00:00.000000Z,2656.5
2020-01-14 09:00:00.000000Z,5406.25
2020-01-14 10:00:00.000000Z,7287.25
2020-01-14 11:00:00.000000Z,8253.5
2020-01-14 12:00:00.000000Z,7320.5
2020-01-14 13:00:00.000000Z,4700.75
2020-01-14 14:00:00.000000Z,1797.75
2020-01-14 15:00:00.000000Z,193.5
2020-01-14 16:00:00.000000Z,1
2020-01-14 17:00:00.000000Z,0.5
2020-01-14 18:00:00.000000Z,0
2020-01-14 19:00:00.000000Z,0
2020-01-14 20:00:00.000000Z,0
2020-01-14 21:00:00.000000Z,0
2020-01-14 22:00:00.000000Z,0
2020-01-14 23:00:00.000000Z,0
2020-01-15 00:00:00.000000Z,0
2020-01-15 01:00:00.000000Z,0
2020-01-15 02:00:00.000000Z,0
2020-01-15 03:00:00.000000Z,0
2020-01-15 04:00:00.000000Z,0
2020-01-15 05:00:00.000000Z,0
2020-01-15 06:00:00.000000Z,0.25
2020-01-15 07:00:00.000000Z,631.25
2020-01-15 08:00:00.000000Z,4217.5
2020-01-15 09:00:00.000000Z,8422.75
2020-01-15 10:00:00.000000Z,11815
2020-01-15 11:00:00.000000Z,13120.5
2020-01-15 12:00:00.000000Z,12054.5
2020-01-15 13:00:00.000000Z,8598.5
2020-01-15 14:00:00.000000Z,3891.5
2020-01-15 15:00:00.000000Z,466.25
2020-01-15 16:00:00.000000Z,1
2020-01-15 17:00:00.000000Z,0
2020-01-15 18:00:00.000000Z,0
2020-01-15 19:00:00.000000Z,0
2020-01-15 20:00:00.000000Z,0
2020-01-15 21:00:00.000000Z,0
2020-01-15 22:00:00.000000Z,0
2020-01-15 23:00:00.000000Z,0
2020-01-16 00:00:00.000000Z,0
2020-01-16 01:00:00.000000Z,0
2020-01-16 02:00:00.000000Z,0
2020-01-16 03:00:00.000000Z,0
2020-01-16 04:00:00.000000Z,0
2020-01-16 05:00:00.000000Z,0
2020-01-16 06:00:00.000000Z,0.5
2020-01-16 07:00:00.000000Z,291
2020-01-16 08:00:00.000000Z,3304.25
2020-01-16 09:00:00.000000Z,7446
